Month,Year,Area,SpeciesName,TotalSpeciesWeight,SpeciesBiomass
April,1999,Shark,Fundulus chrysotus,1.17012921,0.16716132
April,1999,Shark,Gambusia holbrooki,1.52589757,0.21798537
April,1999,Shark,Poecilia latipinna,2.24414458,0.32059208
April,1999,Shark,Heterandria formosa,0.26139512,0.03734216
April,1999,Shark,Jordanella floridae,0.4299637,0.06142339
April,1999,Shark,Gambusia holbrooki,0.96614987,0.13802141
April,1999,Shark,Lucania goodei,1.53546384,0.21935198
April,1999,Shark,Fundulus chrysotus,1.82138441,0.26019777
April,1999,Shark,Poecilia latipinna,2.59861469,0.37123067
April,1999,Shark,Belenesox belizanus,0.04222131,0.00603162
April,1999,Shark,Elassoma evergladei,0.20047979,0.02863997
April,1999,Shark,Heterandria formosa,0.24750959,0.03535851
April,1999,Shark,Jordanella floridae,0.44772182,0.06396026
April,1999,Shark,Fundulus chrysotus,0.66515185,0.09502169
April,1999,Shark,Gambusia holbrooki,0.81419022,0.11631289
April,1999,Shark,Lucania goodei,1.1673689,0.16676699
April,1999,Shark,Poecilia latipinna,2.43030112,0.34718587
April,1999,Shark,Fundulus chrysotus,0.22753933,0.03792322
April,1999,Shark,Fundulus confluentus,0.24732169,0.04122028
April,1999,Shark,Lepomis marginatus,0.67563077,0.11260513
April,1999,Shark,Elassoma evergladei,0.80186992,0.13364499
April,1999,Shark,Poecilia latipinna,0.81112386,0.13518731
April,1999,Shark,Erimyzon sucetta,2.04891878,0.34148646
April,1999,Shark,Lucania goodei,2.35379868,0.39229978
April,1999,Shark,Heterandria formosa,2.51605628,0.41934271
April,1999,Shark,Jordanella floridae,2.60152929,0.43358822
April,1999,Shark,Gambusia holbrooki,4.04319104,0.67386517
April,1999,Shark,Ameriurus nebulosus,-9999,-9999
April,1999,Shark,Lucania goodei,0.00473022,0.00118256
April,1999,Shark,Gambusia holbrooki,0.01084732,0.00271183
April,1999,Shark,Heterandria formosa,0.03537904,0.00884476
April,1999,Shark,Poecilia latipinna,0.02241215,0.00560304
April,1999,Shark,Jordanella floridae,0.05082211,0.01270553
April,1999,Shark,Elassoma evergladei,0.16695759,0.0417394
April,1999,Shark,Heterandria formosa,0.25297707,0.06324427
April,1999,Shark,Gambusia holbrooki,0.7072606,0.17681515
April,1999,Shark,Lucania goodei,0.76087641,0.1902191
April,1999,Shark,Fundulus chrysotus,1.04006459,0.26001615
April,1999,Taylor,Poecilia latipinna,0.00754739,0.00150948
April,1999,Taylor,Gambusia holbrooki,0.08540342,0.01708068
April,1999,Taylor,Lepomis microlophus,0.14744486,0.02948897
April,1999,Taylor,Elassoma evergladei,0.19949103,0.03989821
April,1999,Taylor,Jordanella floridae,0.51115549,0.1022311
April,1999,Taylor,Lucania goodei,0.66113452,0.1322269
April,1999,Taylor,Heterandria formosa,0.78502157,0.15700431
April,1999,Taylor,Fundulus confluentus,1.13532368,0.22706474
April,1999,Taylor,Fundulus chrysotus,2.04773477,0.40954695
April,1999,Taylor,Lepomis microlophus,0.02986697,0.00597339
April,1999,Taylor,Ameriurus natalis,0.18449795,0.03689959
April,1999,Taylor,Heterandria formosa,0.31297822,0.06259564
April,1999,Taylor,Gambusia holbrooki,0.35191451,0.0703829
April,1999,Taylor,Elassoma evergladei,0.37910698,0.0758214
April,1999,Taylor,Fundulus confluentus,0.6039572,0.12079144
April,1999,Taylor,Fundulus chrysotus,1.1871056,0.23742112
April,1999,Taylor,Lucania goodei,1.38143719,0.27628744
April,1999,Taylor,Jordanella floridae,2.16681965,0.43336393
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Gambusia holbrooki,0.1585934,0.0226562
April,1999,Taylor,Jordanella floridae,0.41329745,0.05904249
April,1999,Taylor,Fundulus confluentus,0.67548486,0.09649784
April,1999,Taylor,Heterandria formosa,0.76052364,0.10864623
April,1999,Taylor,Fundulus chrysotus,0.77418396,0.11059771
April,1999,Taylor,Elassoma evergladei,0.83614705,0.11944958
April,1999,Taylor,Lucania goodei,1.62029115,0.23147016
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Fundulus confluentus,0.08235845,0.01176549
April,1999,Taylor,Elassoma evergladei,0.28057152,0.04008165
April,1999,Taylor,Gambusia holbrooki,0.42757473,0.0610821
April,1999,Taylor,Lepomis marginatus,0.81125086,0.11589298
April,1999,Taylor,Heterandria formosa,1.05183014,0.15026145
April,1999,Taylor,Jordanella floridae,1.08653154,0.15521879
April,1999,Taylor,Cichlasoma uropthalmus,1.31882289,0.18840327
April,1999,Taylor,Poecilia latipinna,1.55976026,0.22282289
April,1999,Taylor,Lucania goodei,2.0396035,0.29137193
April,1999,Taylor,Fundulus chrysotus,2.32764625,0.33252089
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
April,1999,Taylor,Dry - Not Sampled,-9999,-9999
December,1999,Shark,Jordanella floridae,0.11638839,0.01662691
December,1999,Shark,Fundulus confluentus,0.16436279,0.0234804
December,1999,Shark,Gambusia holbrooki,0.21338057,0.03048294
December,1999,Shark,Poecilia latipinna,0.29452313,0.04207473
December,1999,Shark,Heterandria formosa,0.46622135,0.06660305
December,1999,Shark,Fundulus chrysotus,0.48516757,0.06930965
December,1999,Shark,Lucania goodei,0.90242276,0.12891754
December,1999,Shark,Fundulus chrysotus,0.18617912,0.02659702
December,1999,Shark,Poecilia latipinna,0.28697817,0.04099688
December,1999,Shark,Jordanella floridae,0.42768518,0.06109788
December,1999,Shark,Gambusia holbrooki,0.76230658,0.10890094
December,1999,Shark,Heterandria formosa,0.87561465,0.12508781
December,1999,Shark,Lucania goodei,1.21254223,0.17322032
December,1999,Shark,Poecilia latipinna,0.04225705,0.00603672
December,1999,Shark,Jordanella floridae,0.05325374,0.00760768
December,1999,Shark,Fundulus chrysotus,0.05887672,0.00841096
December,1999,Shark,Gambusia holbrooki,0.14877131,0.02125304
December,1999,Shark,Heterandria formosa,0.17937275,0.02562468
December,1999,Shark,Lucania goodei,0.74940725,0.10705818
December,1999,Shark,Cyprinodon variegatus,0.02939222,0.00419889
December,1999,Shark,Elassoma evergladei,0.13572292,0.01938899
December,1999,Shark,Ameriurus natalis,0.23107642,0.03301092
December,1999,Shark,Fundulus chrysotus,0.25791678,0.03684525
December,1999,Shark,Heterandria formosa,0.26702625,0.03814661
December,1999,Shark,Jordanella floridae,0.81459661,0.11637094
December,1999,Shark,Gambusia holbrooki,0.87652866,0.12521838
December,1999,Shark,Lucania goodei,1.26283386,0.18040484
December,1999,Shark,Poecilia latipinna,1.68592002,0.24084572
December,1999,Shark,Poecilia latipinna,0.34765579,0.04966511
December,1999,Shark,Heterandria formosa,0.35622667,0.05088952
December,1999,Shark,Jordanella floridae,0.37215401,0.05316486
December,1999,Shark,Fundulus chrysotus,0.4000609,0.05715156
December,1999,Shark,Cichlasoma uropthalmus,0.48354809,0.0690783
December,1999,Shark,Lucania goodei,0.73261158,0.1046588
December,1999,Shark,Gambusia holbrooki,0.90800806,0.12971544
December,1999,Shark,Fundulus chrysotus,0.27682672,0.03954667
December,1999,Shark,Heterandria formosa,0.39262266,0.05608895
December,1999,Shark,Jordanella floridae,0.71401196,0.10200171
December,1999,Shark,Lucania goodei,0.74092419,0.10584631
December,1999,Shark,Cichlasoma uropthalmus,0.84549664,0.12078523
December,1999,Shark,Gambusia holbrooki,1.22491369,0.17498767
December,1999,Shark,Poecilia latipinna,1.79941045,0.25705864
December,1999,Shark,Lepomis punctatus,5.01332876,0.71618982
December,1999,Shark,Cyprinodon variegatus,0.02095601,0.00299372
December,1999,Shark,Enneacanthus gloriosus,0.4016038,0.05737197
December,1999,Shark,Elassoma evergladei,0.40360597,0.057658
December,1999,Shark,Gambusia holbrooki,0.48637097,0.06948157
December,1999,Shark,Fundulus chrysotus,0.65818203,0.094026
December,1999,Shark,Jordanella floridae,1.06249853,0.1517855
December,1999,Shark,Belenesox belizanus,1.18288856,0.16898408
December,1999,Shark,Lucania goodei,1.30030756,0.18575822
December,1999,Shark,Heterandria formosa,1.49864887,0.2140927
December,1999,Shark,Poecilia latipinna,3.11166725,0.44452389
December,1999,Shark,Elassoma evergladei,0.00845217,0.00120745
December,1999,Shark,Cyprinodon variegatus,0.04416923,0.00630989
December,1999,Shark,Ameriurus natalis,0.10306059,0.01472294
December,1999,Shark,Gambusia holbrooki,0.59742043,0.08534578
December,1999,Shark,Fundulus chrysotus,0.63756148,0.09108021
December,1999,Shark,Heterandria formosa,0.88387406,0.12626772
December,1999,Shark,Jordanella floridae,0.96200606,0.13742944
December,1999,Shark,Poecilia latipinna,1.24209662,0.17744237
December,1999,Shark,Lucania goodei,1.24215427,0.17745061
December,1999,Shark,Jordanella floridae,0.08711041,0.01244434
December,1999,Shark,Elassoma evergladei,0.10285151,0.01469307
December,1999,Shark,Fundulus chrysotus,0.5002683,0.0714669
December,1999,Shark,Heterandria formosa,0.71211488,0.1017307
December,1999,Shark,Poecilia latipinna,0.90528088,0.12932584
December,1999,Shark,Lucania goodei,1.24010353,0.17715765
December,1999,Shark,Gambusia holbrooki,1.46406149,0.20915164
December,1999,Shark,Lepomis marginatus,5.15710568,0.73672938
December,1999,Taylor,Fundulus confluentus,0.05082617,0.00726088
December,1999,Taylor,Jordanella floridae,0.11227873,0.01603982
December,1999,Taylor,Gambusia holbrooki,0.18403022,0.02629003
December,1999,Taylor,Lucania goodei,0.22104118,0.03157731
December,1999,Taylor,Lepomis marginatus,0.24823118,0.0354616
December,1999,Taylor,Lepomis spp.,0.31224734,0.04460676
December,1999,Taylor,Fundulus chrysotus,0.45649652,0.06521379
December,1999,Taylor,Fundulus confluentus,0.02653569,0.00379081
December,1999,Taylor,Cyprinodon variegatus,0.06913048,0.00987578
December,1999,Taylor,Poecilia latipinna,0.09226087,0.01318012
December,1999,Taylor,Jordanella floridae,0.1094734,0.01563906
December,1999,Taylor,Lucania goodei,0.14973907,0.0213913
December,1999,Taylor,Lepomis punctatus,0.17670054,0.02524293
December,1999,Taylor,Gambusia holbrooki,0.26685474,0.03812211
December,1999,Taylor,Fundulus chrysotus,0.52810133,0.07544305
December,1999,Taylor,Heterandria formosa,0.00709414,0.00101345
December,1999,Taylor,Fundulus confluentus,0.0485548,0.0069364
December,1999,Taylor,Jordanella floridae,0.06358273,0.00908325
December,1999,Taylor,Lucania goodei,0.16536152,0.02362307
December,1999,Taylor,Gambusia holbrooki,0.39730406,0.05675772
December,1999,Taylor,Fundulus chrysotus,0.53066805,0.07580972
December,1999,Taylor,Jordanella floridae,0.07201352,0.01028765
December,1999,Taylor,Gambusia holbrooki,0.13655104,0.01950729
December,1999,Taylor,Lucania goodei,0.40850727,0.05835818
December,1999,Taylor,Jordanella floridae,0.03567111,0.00509587
December,1999,Taylor,Gambusia holbrooki,0.08824343,0.0126062
December,1999,Taylor,Lucania goodei,0.3220083,0.04600119
December,1999,Taylor,Cyprinodon variegatus,0.03834791,0.00547827
December,1999,Taylor,Fundulus chrysotus,0.0491533,0.0070219
December,1999,Taylor,Lucania goodei,0.36976036,0.05282291
December,1999,Taylor,Gambusia holbrooki,0.54315708,0.07759387
December,1999,Taylor,Heterandria formosa,0.0305495,0.00436421
December,1999,Taylor,Gambusia holbrooki,0.06207376,0.00886768
December,1999,Taylor,Lucania goodei,0.07425776,0.01060825
December,1999,Taylor,Fundulus chrysotus,0.09690309,0.0138433
December,1999,Taylor,Jordanella floridae,0.34669512,0.04952787
December,1999,Taylor,Fundulus chrysotus,0.03529051,0.0050415
December,1999,Taylor,Heterandria formosa,0.04281437,0.00611634
December,1999,Taylor,Gambusia holbrooki,0.08739489,0.01248498
December,1999,Taylor,Fundulus confluentus,0.65284546,0.09326364
December,1999,Taylor,Lucania goodei,0.03270163,0.00467166
December,1999,Taylor,Heterandria formosa,0.04229289,0.00604184
December,1999,Taylor,Fundulus confluentus,0.16149348,0.0230705
December,1999,Taylor,Fundulus chrysotus,0.36859449,0.05265636
December,1999,Taylor,Gambusia holbrooki,0.37992729,0.05427533
December,1999,Taylor,Jordanella floridae,0.43384792,0.06197827
December,1999,Taylor,Lepomis spp.,0.01307404,0.00186772
December,1999,Taylor,Heterandria formosa,0.0524068,0.00748669
December,1999,Taylor,Poecilia latipinna,0.13198985,0.01885569
December,1999,Taylor,Fundulus chrysotus,0.33329411,0.04761344
December,1999,Taylor,Lucania goodei,0.37100972,0.05300139
December,1999,Taylor,Fundulus confluentus,0.41881711,0.05983102
December,1999,Taylor,Gambusia holbrooki,0.71604273,0.10229182
December,1999,Taylor,Jordanella floridae,1.69040751,0.24148679
December,1999,Taylor,Heterandria formosa,0.02581559,0.00368794
December,1999,Taylor,Elassoma evergladei,0.03020889,0.00431556
December,1999,Taylor,Lepomis spp.,0.09911715,0.01415959
December,1999,Taylor,Lucania goodei,0.14921401,0.02131629
December,1999,Taylor,Fundulus chrysotus,0.3306964,0.04724234
December,1999,Taylor,Gambusia holbrooki,0.54457048,0.07779578
December,1999,Taylor,Jordanella floridae,0.68843179,0.0983474
December,1999,Taylor,Heterandria formosa,0.00162257,0.0002318
December,1999,Taylor,Lepomis spp.,0.00525323,0.00075046
December,1999,Taylor,Elassoma evergladei,0.02487667,0.00355381
December,1999,Taylor,Gambusia holbrooki,0.09173689,0.01310527
December,1999,Taylor,Lucania goodei,0.12166544,0.01738078
December,1999,Taylor,Lucania goodei,0.02026718,0.00289531
December,1999,Taylor,Poecilia latipinna,0.12700947,0.01814421
December,1999,Taylor,Gambusia holbrooki,0.1369876,0.01956966
December,1999,Taylor,Jordanella floridae,0.14464844,0.02066406
December,1999,Taylor,Fundulus chrysotus,0.14509832,0.02072833
February,1999,Shark,Jordanella floridae,0.1759932,0.02514189
February,1999,Shark,Heterandria formosa,0.42389646,0.06055664
February,1999,Shark,Gambusia holbrooki,1.03732649,0.1481895
February,1999,Shark,Fundulus chrysotus,1.13046002,0.16149429
February,1999,Shark,Lucania goodei,2.0688122,0.2955446
February,1999,Shark,Poecilia latipinna,2.42385108,0.34626444
February,1999,Shark,Jordanella floridae,0.18913827,0.02701975
February,1999,Shark,Fundulus confluentus,0.22857617,0.03265374
February,1999,Shark,Fundulus chrysotus,0.49997987,0.0714257
February,1999,Shark,Heterandria formosa,0.52607679,0.07515383
February,1999,Shark,Lepomis gulosus,0.57982029,0.08283147
February,1999,Shark,Gambusia holbrooki,0.87386065,0.12483724
February,1999,Shark,Erimyzon sucetta,1.02734864,0.14676409
February,1999,Shark,Poecilia latipinna,2.24150287,0.3202147
February,1999,Shark,Lucania goodei,2.59696131,0.37099447
February,1999,Shark,Elassoma evergladei,0.015936,0.00227657
February,1999,Shark,Fundulus confluentus,0.13040493,0.01862928
February,1999,Shark,Jordanella floridae,0.32875828,0.04696547
February,1999,Shark,Heterandria formosa,0.40692112,0.05813159
February,1999,Shark,Poecilia latipinna,0.53732602,0.07676086
February,1999,Shark,Fundulus chrysotus,0.79460488,0.11351498
February,1999,Shark,Gambusia holbrooki,1.19962732,0.17137533
February,1999,Shark,Lucania goodei,2.00673362,0.28667623
February,1999,Shark,Erimyzon sucetta,2.02702995,0.28957571
February,1999,Shark,Jordanella floridae,0.16255749,0.0232225
February,1999,Shark,Fundulus confluentus,0.19078803,0.02725543
February,1999,Shark,Heterandria formosa,0.40885347,0.05840764
February,1999,Shark,Fundulus chrysotus,0.52214698,0.07459243
February,1999,Shark,Poecilia latipinna,1.05156777,0.15022397
February,1999,Shark,Lucania goodei,1.25250839,0.17892977
February,1999,Shark,Gambusia holbrooki,1.57568739,0.2250982
February,1999,Shark,Erimyzon sucetta,1.62803672,0.23257667
February,1999,Shark,Elassoma evergladei,0.03297332,0.00471047
February,1999,Shark,Fundulus chrysotus,0.09107922,0.01301132
February,1999,Shark,Heterandria formosa,0.1834445,0.02620636
February,1999,Shark,Jordanella floridae,0.34955788,0.04993684
February,1999,Shark,Lucania goodei,1.10181708,0.15740244
February,1999,Shark,Poecilia latipinna,1.22561074,0.17508725
February,1999,Shark,Gambusia holbrooki,1.60322308,0.22903187
February,1999,Shark,Erimyzon sucetta,1.6882439,0.2411777
February,1999,Shark,Fundulus confluentus,0.15611909,0.02230273
February,1999,Shark,Elassoma evergladei,0.20722207,0.02960315
February,1999,Shark,Heterandria formosa,0.32556502,0.04650929
February,1999,Shark,Jordanella floridae,0.62563287,0.08937612
February,1999,Shark,Lucania goodei,0.77508087,0.11072584
February,1999,Shark,Gambusia holbrooki,0.93202704,0.13314672
February,1999,Shark,Fundulus chrysotus,1.38812615,0.19830374
February,1999,Shark,Poecilia latipinna,1.40028918,0.20004131
February,1999,Shark,Noturus gyrinus,0.11919268,0.01702753
February,1999,Shark,Lepomis punctatus,0.55000906,0.07857272
February,1999,Shark,Elassoma evergladei,0.55994338,0.07999191
February,1999,Shark,Jordanella floridae,0.61009575,0.08715654
February,1999,Shark,Gambusia holbrooki,0.66487346,0.09498192
February,1999,Shark,Fundulus confluentus,0.86290818,0.1232726
February,1999,Shark,Heterandria formosa,1.05502511,0.15071787
February,1999,Shark,Erimyzon sucetta,1.08159808,0.15451401
February,1999,Shark,Lucania goodei,1.23852003,0.17693143
February,1999,Shark,Fundulus chrysotus,1.72013248,0.24573321
February,1999,Shark,Cichlasoma uropthalmus,2.26939643,0.32419949
February,1999,Shark,Lepomis macrochirus,2.27969313,0.32567045
February,1999,Shark,Poecilia latipinna,3.90571293,0.55795899
February,1999,Shark,Gambusia holbrooki,0.21346578,0.03049511
February,1999,Shark,Noturus gyrinus,0.22384497,0.03197785
February,1999,Shark,Elassoma evergladei,0.33899349,0.04842764
February,1999,Shark,Lepomis punctatus,0.35434048,0.05062007
February,1999,Shark,Fundulus confluentus,0.44541847,0.06363121
February,1999,Shark,Heterandria formosa,0.59124044,0.08446292
February,1999,Shark,Fundulus chrysotus,0.76388018,0.10912574
February,1999,Shark,Poecilia latipinna,1.56741459,0.22391637
February,1999,Shark,Lucania goodei,1.73051306,0.24721615
February,1999,Shark,Erimyzon sucetta,3.27556339,0.46793763
February,1999,Shark,Jordanella floridae,3.43542072,0.49077439
February,1999,Shark,Astronotus ocellatus,-9999,-9999
February,1999,Shark,Elassoma evergladei,0.0897391,0.01281987
February,1999,Shark,Fundulus confluentus,0.13909277,0.0198704
February,1999,Shark,Jordanella floridae,0.15137947,0.02162564
February,1999,Shark,Fundulus chrysotus,0.36785145,0.05255021
February,1999,Shark,Lepomis macrochirus,0.36962095,0.05280299
February,1999,Shark,Gambusia holbrooki,0.58113546,0.08301935
February,1999,Shark,Heterandria formosa,0.89026491,0.1271807
February,1999,Shark,Lucania goodei,0.9121113,0.13030161
February,1999,Shark,Lepomis punctatus,1.11906308,0.15986615
February,1999,Shark,Poecilia latipinna,1.20878616,0.17268374
February,1999,Shark,Cichlasoma uropthalmus,3.17486531,0.45355219
February,1999,Shark,Erimyzon sucetta,4.31671328,0.61667333
February,1999,Shark,Noturus gyrinus,8.48445214,1.21206459
February,1999,Shark,Menidia beryllina,-9999,-9999
February,1999,Taylor,Jordanella floridae,0.01610073,0.0023001
February,1999,Taylor,Heterandria formosa,0.19218297,0.02745471
February,1999,Taylor,Gambusia holbrooki,0.21460413,0.03065773
February,1999,Taylor,Fundulus chrysotus,0.32969618,0.04709945
February,1999,Taylor,Fundulus confluentus,0.54628215,0.07804031
